source,m_target,m_actual,E,T,sigma_E,lc,Delta,formed_prob,log10_t_set,delta_log10_t_set,E50,wE,fit_ok,E_norm,E_hat
mE,0.5,0.4982517482517482,0.105,700.0,0.0903146853146853,2.9895104895104896,1.497284194278508,0.875,-3.839193291361539,0.0,0.058989466668357866,0.026648951963316205,True,1.7799787984237248,1.7265419441251664
mE,0.75,0.7433130699088146,0.055,700.0,0.0462036474164133,4.459878419452887,0.765988285886924,0.4375,-3.428872133717218,0.40547193838081474,0.07401076441819776,0.06592055557336436,True,0.7431351430073407,-0.28838901997784716
mE,0.75,0.7428571428571429,0.06,700.0,0.0462857142857142,4.457142857142857,0.7673488334639877,0.5625,-3.3095647197653024,0.5247793523327302,0.07401076441819776,0.06592055557336436,True,0.8106928832807353,-0.2125401446686063
mE,0.75,0.7435410334346505,0.065,700.0,0.0461626139817629,4.461246200607903,0.7653080120983922,0.5,-3.442420689727264,0.3919233823707686,0.07401076441819776,0.06592055557336436,True,0.87825062355413,-0.13669126935936532
mE,0.75,0.7437657862066013,0.07,700.0,0.0461221584828117,4.462594717239607,0.7646373196308255,0.40625,-3.402364983390997,0.4319790887070356,0.07401076441819776,0.06592055557336436,True,0.9458083638275246,-0.06084239405012433
mE,0.75,0.7435410334346505,0.075,700.0,0.0461626139817629,4.461246200607903,0.7653080120983922,0.375,-3.337394093256251,0.4969499788417817,0.07401076441819776,0.06592055557336436,True,1.0133661041009192,0.015006481259116444
mE,0.75,0.7439937497324371,0.08,700.0,0.0460811250481613,4.463962498394623,0.7639570458422936,0.46875,-3.638135085239501,0.19620898685853172,0.07401076441819776,0.06592055557336436,True,1.0809238443743139,0.09085535656835743
mE,0.75,0.7439969604863221,0.085,700.0,0.046080547112462,4.463981762917933,0.7639474645213284,0.5,-3.5511343772504818,0.2832096948475509,0.07401076441819776,0.06592055557336436,True,1.1484815846477086,0.16670423187759842
mE,0.75,0.7435378226807654,0.09,700.0,0.0461631919174622,4.461226936084593,0.7653175934193573,0.59375,-3.634123670853979,0.20022040124405382,0.07401076441819776,0.06592055557336436,True,1.216039324921103,0.2425531071868392
mE,0.75,0.7428571428571429,0.095,700.0,0.0462857142857142,4.457142857142857,0.7673488334639877,0.71875,-3.739122106731622,0.09522196536641081,0.07401076441819776,0.06592055557336436,True,1.2835970651944977,0.3184019824960802
mE,0.75,0.7435410334346505,0.1,700.0,0.0461626139817629,4.461246200607903,0.7653080120983922,0.59375,-3.8343440720980326,0.0,0.07401076441819776,0.06592055557336436,True,1.3511548054678924,0.39425085780532115
mE,0.75,0.7430851063829788,0.105,700.0,0.0462446808510638,4.458510638297873,0.7666685596754559,0.59375,-3.74604019187576,0.08830388022227265,0.07401076441819776,0.06592055557336436,True,1.4187125457412868,0.47009973311456194
mE,0.9,0.8958031837916063,0.055,700.0,0.0187554269175108,5.374819102749638,0.310937298654004,0.25,-3.3501814938135865,0.4401062754435565,0.09508749485383536,0.032292893818116696,True,0.5784146494188723,-1.2413720207182486
mE,0.9,0.8958967513348969,0.06,700.0,0.0187385847597185,5.375380508009381,0.3106580805338046,0.46875,-3.196442624469032,0.5938451447881112,0.09508749485383536,0.032292893818116696,True,0.6309977993660425,-1.0865391950148136
mE,0.9,0.8958967513348969,0.065,700.0,0.0187385847597185,5.375380508009381,0.3106580805338046,0.25,-3.3836934852602942,0.4065942839968488,0.09508749485383536,0.032292893818116696,True,0.6835809493132127,-0.9317063693113782
mE,0.9,0.8959903188781875,0.07,700.0,0.0187217426019262,5.375941913269124,0.3103788624136053,0.25,-3.293077912028191,0.49720985722895206,0.09508749485383536,0.032292893818116696,True,0.736164099260383,-0.7768735436079429
mE,0.9,0.8959903188781875,0.075,700.0,0.0187217426019262,5.375941913269124,0.3103788624136053,0.34375,-3.36361374081108,0.42667402844606306,0.09508749485383536,0.032292893818116696,True,0.788747249207553,-0.6220407179045081
mE,0.9,0.8959903188781875,0.08,700.0,0.0187217426019262,5.375941913269124,0.3103788624136053,0.21875,-3.432453213337716,0.3578345559194269,0.09508749485383536,0.032292893818116696,True,0.8413303991547233,-0.46720789220107284
mE,0.9,0.8959903188781875,0.085,700.0,0.0187217426019262,5.375941913269124,0.3103788624136053,0.34375,-3.4202253693757583,0.3700623998813848,0.09508749485383536,0.032292893818116696,True,0.8939135491018936,-0.3123750664976376
mE,0.9,0.8958967513348969,0.09,700.0,0.0187385847597185,5.375380508009381,0.3106580805338046,0.5,-3.4383258399128143,0.3519619293443288,0.09508749485383536,0.032292893818116696,True,0.9464966990490636,-0.15754224079420273
mE,0.9,0.8958031837916063,0.095,700.0,0.0187554269175108,5.374819102749638,0.310937298654004,0.53125,-3.68341146423284,0.1068763050243029,0.09508749485383536,0.032292893818116696,True,0.9990798489962339,-0.002709415090767474
mE,0.9,0.8958967513348969,0.1,700.0,0.0187385847597185,5.375380508009381,0.3106580805338046,0.4375,-3.553052682356188,0.23723508690095496,0.09508749485383536,0.032292893818116696,True,1.051662998943404,0.1521234106126678
mE,0.9,0.8959903188781875,0.105,700.0,0.0187217426019262,5.375941913269124,0.3103788624136053,0.75,-3.790287769257143,0.0,0.09508749485383536,0.032292893818116696,True,1.1042461488905744,0.30695623631610264
